sentences,labels
RESTABELECIDO  ACESSO  CAIXA POSTAL  RAMAL 8191279   ,0
DESTACO  ATENDIMENTO RAPIDO  TOTALMENTE SATISFATORIO ,1
 APOIADORA PAULA RANGEL ATENDER  RAPIDEZ  PROFISSIONALISMO  PARABENS  EQUIPAR ,1
 ATENDIMENTO OTIMO ,1
 COMENTARIO,0
ATENDIDO,0
CONTINUO  ACESSAR NADO  INTERNET  OBS   GERENCIA  TRABALHAR     UNICO   PROBLEMA ,2
OTIMO ATENDIMENTO ,1
ATENDENTE PRESTATIVO  CORDIAL ,1
ATENDIMENTO SUPER RAPIDO,1
EXCELENTE ATENDIMENTO ,1
 PELAR ATENCAO ,1
EXCELENTE,1
OTIMO ATENDIMENTO,1
 ATENDENTE NAO CONSEGUIR RESOLVER  PROBLAMA  APESAR         PRESTATIVO ,2
EXCELENTE ,1
PROBLEMA RESOLVIDO  SUCESSO,1
EXCELENTE ATENDIMENTO        ORIENTAR PARIR SOLICITACAO  SERVICO          SOLICITACAO N  FORMATO   FACILITAR    TAREFAR  PARABENS ,1
ENTENDO  LIMITACAO  ATENDENTE      DEPENDER D    PEDIR    FORMALIZAR  ORIENTACAO  NOTO  CORREAR PARIR  ENCAMINHAR  PESSOA RESPONSAVEL PARIR   DEVER TRATAMENTO   ATENDENTE     ORIENTACAO IRIAR   FECHAR  CHAMAR  POREM    CHEGAR   USUARIO SOLICITAR AUXILIO  CHAVE BLOQUEAR  ,2
RESOLUCAO RAPIDO  EFICIENTE ,1
,0
 BOM ,1
EXCELENTE ATENDIMENTO ,1
 ENTANTO   LICENCA  OBTER  PROGRAMA MSPROJECT  SIDO INVIAVEL  DIFICL   RESOLVER    CLIENTE  INSATISFEITO ,0
 ABSURSO  COLOCAR  PESSOA  NAO    ,2
CONTINUO     PERFIL NECESSARIO PARIR   CARRINHO  COMPRAS,2
SERVICO    REALIZAR  EFICIENCIA     PROFISSIONALISMO ,1
RAPIDEZ  RESULTAR ,1
APOS   BOOT  MAQUINA VOLTAR  FUNCIONAR PERFEITAMENTE ,0
 RAPIDO  ATENDIMENO    PARABENS ,1
 ATENDIMENTO  SENSACIONAL  DESTACO  PRECISAO   NIVEL  DETALHAR  INFORMACAO PASSAR PELAR PROFISSIONAL  ATENDIMENTO  ALEM  MERITO  PROFISSIONAL  ACREDITAR      RUIM  CAPAZ  PROVOCAR  CONSTRUCAO  UMAR BASE  CONHECIMENTO  APOIAR   USUARIO TAO DETALHAR QUANTUM   PARECER EXISTIR PARIR  SAP ,1
PARABENIZO  PRESTEZA       INFORMACAO FORNECIDO PELAR ATENDENTE ,1
DEMANDA ATENDIDO  SATISFEITO ,0
 PROBLEMA NAO  RESOLVER  881     RESPONSAVEL  BDEMQ ,0
 CHAMAR PRECISAR  COMPLEMENTAR PELAR PROXIMO    23798211 ,2
OK  RESOLVER  ,0
PROBLEMA RESOLVIDO,0
PROFISSIONAL DEMONSTRAR CONHECIMENTO  COMPROMETIMENTO ,1
PESSOAL  CAMPAR  ATENCIOSO   REALIZOU  SERVICO   QUALIDADE  SEGURANCA,1
RODRIGO  OBRIGAR PELAR APOIAR  ,1
RETORNO   NAO ENCONTRAR NINGUEM PARIR CONTATO   NAO FICAR NENHUM LIGACAO  CHAMAR PERDIDO   RAMAL ,2
,1
GLADYSTONE  SILVA BAHE  TIC  PG  GPP  HOMOLOGAR  DOCUMENTACAO  RELATORIO CONSOLIDADO  RC  ,0
PARABENIZO  TECNICO RONALD PELAR SUPORTAR OFERECER  SOLUCAO  PROBLEMA   MANTER  PRESENTAR   QUESTIONAMENTO  VERIFICAR CONSTANTEMENTE  FUNCIONAMENTO  EQUIPAMENTO  RESPONDEU PRONTAMENTE   SOLICITACAO  REALIZAR TESTE PACIENTEMENTE  DEMONSTRAR      OBJETIVO  RESOLVER  PROBLEMA   SUPORTAR  TECNICO RONALD    CONSIDERAR EXCELENCIA  PRESTACAO   SERVICO ,1
OTIMO ATENDIMENTO ,1
,1
NAO RECEBER  POSICIONAMENTO FORMAL   RESPOSTAR  S CHAVE INDICAR  CHAMAR     TIC QUANTUM   RESULTAR  HOMOLOGACAO  SOFTWARE  SOBRAR  POSSIVEL ACOES  TOMAR PARIR SOLUCIONAR  CASAR  PUDEMOS CONTAR      PROATIVIDADE  TECNICO GENAILZO  ATENDIMENTO   INFORMAR  TELEFONAR  UMAR  CHAVE SOBRAR  PARECER   CHAMAR ,2
PARABENS PELAR PRONTO ATENDIMENTO ,1
 PARECER TECNICO NEGATIVAR EXPEDIR PELAR TIC PARECER TRATAR  OUTRO PROBLEMA  NAO    MOTIVADOR  ABERTURA  CHAMAR   PARECER TECNICO JUSTIFICAR  NEGATIVO COMER   PROBLEMA     INSTALACAO  SOFTWARE NAOHOMOLOGADO    NAO   CASAR  PRECISO UTILIZAR  COMPILER  MATLAB   HOMOLOGAR  RODAR SCRIPTS  MINGW  UTILIZAR  COMPILADOR   PROGRAMAR   RODAR   EXECUTAVEL    NAO  PROBLEMA  INSTALACAO   HOMOLOGACAO   EQUIPAR RESPONSAVEL PELAR PARECER TECNICO NAO ENTENDER  PROBLEMA  NAO QUERER ENTENDER  PIOR      PARECER  NAO  DETECTAR NENHUM PROBLEMA   NAO FORNECER NENHUM SOLUCAO  JA   SEMANA  NAO CONSEGUIR TRABALHAR   SITUACAO  ESTENDER  SOLUCAO ,2
GOSTEI   DEDICAR  PARIR RESOLVER  PROBLEMA  OTIMO TRABALHAR ,0
NADO  COMENTAR,0
,1
PROBLEMA RESOLVER  IMEDIATO  COLABORADOR  SOLICITAR ,1
  COLABORAR   MANUTENCAO   EQUIPAMENTO  AUXILIAR       RESPOSTAR     EMPRESAR   PARABEM ,1
EXCELENTE TRABALHAR   GRATIFICACAO  UMAR HONRAR  EQUIPAR EFICIENTE ,1
NAO  ATENDIDO ATE HOJE  AGUARDO UMAR POSICAO ,2
 ENCAMINHAR PARIR  TIC ,0
PROBLEMA VOLTAR  OCORRER EXATAMENTE APOS CONTATO PELAR SAME ,0
DEMORAR  5 DIA PARIR  ATENDER ,2
CIENTE  GRATO,1
GRATA PELAR ATENDIMENTO  PELAR EMAIL   PASSOAPASSO  SO ACHAR  UMAR SEMANA   PRAZO  LONGO PARIR ATRIBUICAO  ACESSO ,1
EXCELENTE ATENDIMENTO ,1
AGRADECO  ELOGIAR  UMAR   COLABORADOR  TI    QUANTUM   ATENDIMENTO,1
 CHAMAR  PARIR RESOLVER  PROBLEMA  SIMPLES  QUERIA    PROCEDIMENTO PARIR INSTALACAO  SFTWRAE ,2
 BOM  ATENDIMENTO  GRATO   ,1
ATE HOJE NAO CONSEGUIR  CONCLUSAO  INSTALACAO      INSTALAR  3DS MAX N  CHAMAR    GERAR OUTRO CHAMAR PARIR INSTALACAO  SGO  CONTINUAR AGUARDAR ATE       EQUIPAR   INSTALACAO  DIA 29   PROCURAR NOVAMENTE  881  POREM  NIVEL 2 NAO CONCLUIR JUSTIFICAR  NAO CONSEGUIR ACESSAR  LICENCA     ABRIR OUTRO CHAMAR,2
 TECNICO MARCOS PRESTAR  EXCELENTE ATENDIMENTO  ESTUDAR SOLUCAO PARIR  COMPATIBILIDADE  SOFTWARE   FERRAMENTA    OPERACIONAL,1
   CANAL  FUNCIONAR VOLTAR  FUNCIONAR    INFORMACAO PASSAR PELAR TECOM  BORDAR   ANTENA DEVER  SUBSTITUIR BREVEMENTE ,0
NAO RESOLVER  PROBLEMA  FUNCIONARIO DESCONHECER EXISTENCIA  FUNCIONALIDADE  LIGACAO  RAMAL COMUM PETROBRAS PARIR SKYPE   FUNCIONARIO  CONHECER  LIGACAO  RAMAL IP  POREM NAO   CASAR  GOSTARIA  RESOLVER  PROBLEMA ,2
EXCELENTE ATENDIMENTO  SR LINCON,1
 TECNICO VIR  COLOCAR  MAQUINA PRA FUNCIONAR   PROBLEMA   2 DIA   COMECAR  APRESENTAR   PROBLEMA APRESENTAR   SOLICITACAO  FEITO    3 DIA    ABRIR  CHAMAR   FICAR DIFICIL ,0
 ATENDENTE  SOLICITO   RAPAZ  TIC  COMPARECER  SETOR  AGIL  EFICIENTE ,1
DEMORAR  RELOCACAO  RAMAL,0
 TROCAR  PLACAR MAE  RESOLVER   HABIL  GRATO ,0
ATENDIMENTO PACIENTE  CRITERIOSO  EFICAZ  ALESSANDRA SOARES FREITAS ,1
PROBLEMA RESOLVER  TECNICO CORDIAL  OBJETIVO  EXCELENTE ,1
,1
PARABENS EQUIPE ESPECIALIZAR  RONDA,1
EXCELENTE ATENDIMENTO  SOLUCAO  PROBLEMA  ,1
EXCELENTE ATENDIMENTO ,1
EXCELENTE,1
AGRADECO  PRONTIDAO   COMPETENCIA PARIR RESOLVER  PROBLEMA  VESTIR  TRATAVASE   ASSUNTO  REQUERER URGENCIA ,1
 RESPOSTAR  ATUACAO  RESPONSAVEL PELAR ATENDIMENTO  BOM CONHECIMENTO TECNICO ,1
OTIMO ATENDIMENTO ,0
 BOM ATENDIMENTO,1
NAO  FORNECIDO  INFORMACAO COMPLETAR REFERENTE  POSSIBILIDADE  NAO  CANCELAMENTO POSTERIOR  SERVICO  MOBILIDADE  ACESSO   EMAIL    OBJETIVO  FINALIZAR  COBRANCA  SERVICO ,2
EXCELENTE    ,1
 MOTIVAR  CHAMAR    ACESSO   NOTES   APARENTEMENTE RESOLVER ATRAVES  ACESSO REMOTO 881  POREM   MANHA SEGUINTE  PROBLEMA PERSISTIR ,0
EXCELENTE SERVICO,1
EXCELENTE ATENDIMENTO     ATENDENTE ANDRE CERQUEIRA   PROFISSIONAL  REALMENTE DOMINA       ATENCIOSO  RAPIDO  OBJETIVO  AH    IGUAL   ,1
 RESOLVER   PROBLEMA    SOLUCIONAR,0
PREZADOA    OBRIGAR PELAR ATENDIMENTO ,1
ANALISTA  COMPETENTE   EXCELENTE PROFISSIONAL ,1
BOM,0
RESOLVIDO   PRAZO  CONFORMAR SOLICITAR ,1
SATISFEITO   ATENCAO  COMPETENCIA,1
 PROBLEMA  EQUACIONAR PRONTAMENTE  PARABENS  OBRIGAR ,1
 BOM,1
EXCELENTE   ,1
 PRESTEZA,0
EXCELENTE ATENDIMENTO   RAPIDO  EFICIENTE ,1
   ORIENTACAO  COMER PROCEDER ,0
NOTA 10,1
  DIFICULDADE   ENCONTRAR    PARADA   SERVICO  REALIZAR  OBRIGAR,0
PARABENS PELAR AGILIDADE  COMPETENCIA  SOLUCAO  CASAR ,1
AGRADECO   DISPESACADO PARIR SOLICIONAR  CHAMAR ,1
 COMPUTADOR  LENTAR  APOS CONTATO CONTINUAR LENTAR ,2
 PROBLEMA  RESOLVER   DEMORAR   CONSIDERAVEL  QUASE UMAR HORAR  DURACAO ,0
OBRIGAR   SOLUCIONAR  PROBLEMA   SATISFAZER,1
 PRESTADOR FABIO DEDICOUSE  MODO EXTREMAMENTE PROFISSIONAL  ALCANCAR RESOLVER PROBLEMA HAVER  HD EXTERNAR CORROMPER ,0
OTIMO ATENDIMENTO ,1
EXCELENTE TRABALHAR,1
OTIMO ATENDIMENTO ,1
 RAPAZ   ATENDEU  NOTA 1000      OBRIGADANEUSA,1
 DESCRICAO CERTO     NAO  CONSEGUIR ACESSAR   CHECAR    UMAR MENSAGEM  SENHA BLOQUEAR ,0
DURANTE  ATENDIMENTO  PRESTADOR  SERVICO DEMONSTRAR ATENCAO  INTERESSAR  INICIATIVO ,1
EXCELENTE ,1
NOTA 10,1
EXCELENTE ATENDIMENTO ,1
  ,1
 EFICIENTISSIMOS   ATENCIOSO  RAPIDO  PARABENS ,1
ATE    RAMAL  FUNCIONARIO JOSE RENATO NAO  ATUALIZADO   LOCALIZADOR  PESSOA   VERIFICAR ,2
PARABENS   TECNICO PELAR ESFORCAR  ESMERAR  RESOLVER  PROBLEMA,1
NOTA 10,1
    TENTATIVO  SOLUCIONAR  PROBLEMA PELAR 881     GERENTE ENVOLVER FICAR 45 MINUTO EXPLICAR   PRECISAVE    ACABAR NAO RESOLVER   SEGUNDAR CHAMAR   SOLICITAR AJUDAR  RH  CORP  ENCAMINHAR PARIR  MESA ESPECIALIZAR   D   PROBLEMA  RESOLVVIDO  15 MINUTO ,2
EXCELENTE,1
EXCELENTE TRABALHAR   DEDICACAO  PACIENCIA ,1
 ,1
ATENDENTE  AGIL  OBJETIVO,1
 ATENDENTE JACQUELINE    ATENDIMENTO EXEMPLAR   EXCELENCIA   ATENCIOSO  DETALHISTA  PACIENTE  NOTA 10 PARIR  QUALIDADE  ATENDIMENTO ,1
   ELOGIO   ATENDENTE LEONARDO    ACOMPANHAR  SOLUCAO  PROBLEMA APRESENTAR  UMAR MENSAGEM PARTICULAR  ENVIAR PELAR  HOTMAIL  DEVOLVIDO PELAR DESTINATARIO    COMANDAR   CLICAR  INADVERTIDAMENTE       MENSAGEM  REPLICAR  LOTUS NOTES  ENVIAR   DESTINATARIO    RECEBER    MIM COMER REMETENTE    HOTMAIL  ,0
PARABENS  EQUIPAR TIT,1
  AREA REMOTA NAO  COMER RESOLVER      PROCURAR  SUPORTE TECNICO  POLO ARARA    TELEFONE NAO  RETORNO SUFICIENTE ,2
RAPIDO  EFICIENTE,1
 ATENDENTE  PRESTATIVO  EDUCAR   PROBLEMA  RESOLVER   DIA    ENTANTO      SOLICITAR PARIR RESOLVER   PROBLEMA  APARENTEMENTE  PROBLEMA  RESOLVER  DEFINITIVO   ATENDENTE  NOVAMENTE PRESTATIVO  EDUCAR    ,1
EXCELENTE,1
EXCELENTE  RAPIDISSIMO  ACHO  PARIR  BENCH MARKETING FALTAR   CONTATO TELEFONICO PARIR VERIFICAR    CERTAR   NAO  EMAIL INFORMAR  CASAR D  ALGUM  ERRAR LIGAR PARIR  881       CERTAR ,1
EXCELENTE ATENDIMENTO ,1
PARABENS   ATENDIMENTO  PESSOAL  N3  ATENTO  RESOLVER  DEMANDAAS,1
EXCEPCIONAL ATENDIMENTO   CONHECIMENTO  ASSUNTO  PROBLEMA RESOLVER  ,1
 NECESSARIO   SOLICITACAO ATRAVES  DIP ,0
 SATISFEITO PELAR PRONTO ATENDIMENTO  EFICAZ ,1
NAO OCORRER   MUDANCA ,2
   ATENDER ,1
MESMA SOLICITACAO FEITO  ATENDIDO  DIA 2807  TORNAR APRESENTAR  PROBLEMA  NOVAMENTE ATENDER ATRAVES D  SOLICITACAO  POREM   PROBLEMA PERSISTIR  VOU ABRIR  SOLICITACAO  ,0
OTIMO ATENDIMENTO  TECNICO ,1
EXCELENTE   ,1
 BOM  ATENDIMENTO,1
 OBNGADA,1
SUPEROU  EXPECTATIVA ,1
OTIMO ATENDIMENTO  MESA REFAP,1
EXCELENTE ATENDIMENTO  ALEM  TREINAMENTO REALIZAR  FERRAMENTA ,1
ATENDENTE ATENCIOSO  RESOLUTIVO,1
 BOM   INFORMACAO FORMAR PASSAR  RAPIDEZ  SEGURANCA  DETALHAR,1
 OBRIGAR ,1
EXCELENTE ATENDIMENTO,1
GRATO,1
NAO  CONSEGUIR ACESSO REMOTO  PULSE   SITUACAO JA HAVER OCORRER ANTERIORMENTE   ATENDIMENTO ANTERIOR   DIA ATRO   FICAR APARENTEMENTE RESOLVER  VAMOS AGUARDAR PARIR   D   REALMENTE  FICAR OK    ATENDIMENTO  EXCELENTE QUANTUM  OBJETIVIDADE  CONHECIMENTO TECNICO  CORTESIA ,0
EXCELENTE SERVICO PRESTAR ,1
 ATENDIMENTO   RAPIDO  EFICAZ     BOM SUGESTAO PARIR  SOLUCAO  PROBLEMA CASAR   REPETIR ,1
EXCELENTE TRABALHAR,1
BOM DIA       AGRADECO PELAR EXCELENTE ATENDIMENTO  DESEJAR SUCESSO ,1
EXCELENTE ATENDIMENTO  NATHALIA ,1
OTIMO ATENDIMENTO,1
NECESSARIO   AUTONOMIA PARIR  ESPECIALISTA TI ,0
EXCELENTE ATENDIMENTO    PROFISSIONALISMO ,1
ATENDIMENTO RAPIDO  PRECISAR  BOM SERVICO ,1
EXCELENTE ATENDIMENTO  COMPROMETIMENTO  BUSCAR CONSTANTE PELAR SOLUCAO,1
 ATENDIMENTO  RAPIDO  EFICIENTE ,1
MUI    COMENTARIOS ,1
  SATISFAZER   RAPIDAMENTE  LIVIA RESOLVER  PROBLEMA ,1
EXCELENTE ATENDIMENTO  GRATIDAO ,1
 ATENDENTE    ESCLARECEU PLENAMENTE  SOLICITACAO  SUCESSO ,1
APESAR  ATENDENTE   EXTREMAMENTE SOLICITO   INFORMACAO REPASSAR  ORIENTACAO   SUPERIOR IMEDIATO  NAO  SUFICIENTE PARIR  SOLUCAO  PROBLEMA  GERAR  ABERTURA   REGISTRAR ,0
EXCELENTE ATENDIMENTO  GRATIDAO ,1
SOLICITACAO ATENDIDO PRONTAMENTE    RAPIDEZ  EFICIENCIA ,1
ATENDIDO PRONTAMENTE,1
 BOM,1
 PROBLEMA  REINCIDENTE    ATRAPALHAR  BOM ANDAMENTO   SERVICO  IMPACTAR  PRODUTIVIDADE  GOSTARIA  UMAR SOLUCAO DEFINITIVO ,1
ATENDIMENTO RUIM ,2
EXCELENTE ATENDIMENTO  GRATIDAO ,1
 OBRIGAR ,1
EXCELENTE ATENDIMENTO  COMER  ,1
ATENDIDO PRONTAMENTE,1
    PROBLEMA  NOTAR     SERRELATADO   ATENDENTE NAO  APRESENTAR  SSIM  RETORNAR  CHAMAR  VOLTAR  ACONTECER ,0
RECOMENDADO ENCAMINHAR  CHAMAR PARIR  LOTUS NOTES,0
 BOM  RESOLVER  PROBLEMA ,1
OTIMO ATENDIMENTO  CONSEGUIR SANAR  DUVIDA  UMAR FORMAR RAPIDO  EFICAZ ,1
EXCELENTE ATENDIMENTO,1
 ATENDENTE  TIC  SR MARCELO   PRATICO  EFICIENTE  TRATAMENTO  PROBLEMA SISTEMICO OCORRER      SOLUCIONAR ,1
   ABERTO  CHAMAR PARIR  APOIAR    PROVIDENCIAR  TROCAR  MAQUINA   ,0
   ATENDER   PROBLEMA SOLUCIONAR ,1
OTIMO,1
HOJE PELAR MANHA   CAIXA POSTAL  RAMAL 8191279 FICAR INACESSIVEL  APOS  ABERTURA  CHAMAR ATUAL REFERENCIAR  ANTERIOR      CAIXA POSTAL VOLTAR  FICAR ACESSIVEL   ,1
 ATENDIDO RAPIDAMENTE ,0
 OK ,0
OTIMO ATENDIMENTO PRESTADO  SRA NATHALIA MACHADO ,1
PARABENS   TECNICO  ATENDER  CHAMAR,1
OTIMO ATENDIMENTO ,1
 PROBLEMA NAO  RESOLVER    DEVER  REFAZER BECKUP    TRTAR  EQUIPAMERNTO NVO,0
AGRADECO  UMAR    LEONARDO PELAR AJUDAR  ATENCAO  BUSCAR  UMAR SOLUCAO PARIR ATENDER   ORGAO EXTERNO  AUDITORIA ,1
 ATENDENTE   PARABENS PELAR ATENDIMENTO  GRATO ,1
DEVIDO PROBLEMAS INFORMADO  TECNICO  INFORMOUME   TERIA   TENTANDO INSERIR  PERFIL  GPAS   VERIFICAR  JA ESTARIA SANADO  PROBLEMA   NAO PERMITE INCLUIR  PERFIL ,0
  PARIR   ATENDIMENTO   REDUZIR PARIR SOLICITACAO  CRITICIDADE ALTA ,0
PROBLEMA RESOLVER   DIA ,0
 NAO  RESOLVER  PROBLEMA TOTALMENTE   PRESTADOR  SERVICO SUGERIR UMAR ALTERNATIVO PARIR REALIZACAO  TAREFAR    ORAR ATER  NECESSIDADE ,0
   ATENDER   PROBLEMA SOLUCIONAR ,1
CONFOEM SOLICITAR PELAR SRA ERICA  REINICIAR  MAQUINAR    VOLTAR   NORMAL ,0
 NOTO  CORREAR ALVO  CHAMAR  ENVIAR   GESTOR SOBRAR  ASSUNTO  CRITICO PARIR   PETROBRAS   ESCLARECIMENTO     PELAR INCIDENTE NAO  CONTUNDENTE   INFORMAR   NOTO   ENCAMINHAR  AREA  TRANSFERENCIA   NAO   ALEM D  PONTAR  NAO   ESCLARECER   REMETENTE  ORIENTAR SOBRAR  FATO  VESTIR TRATARSE   ASSUNTO RELEVANTE  SUGIRO MELHORIA ,2
 TATIANE  ATENDEU   CORDIAL  EDUCADA  EFICIENTE  PARABENS,1
AGRADECO   CAIO PELAR RECUPERACAO  ARQUIVO  BOM VONTADE  SOLUCIONAR  PROBLEMA ,1
 CHAMAR NAO  RESOLVER    SEGUNDAR  ATENDENTE  NAO EXISTIR  POSSIVEL PARIR      IDENTIFICAR UMAR TRANSACAO    POSSIVEL RASTREAR  RM CRIAR    UMAR FRS         COMER SUGESTAO  FICAR  SOLICITACAO  CRIACAO   MEAR PELAR   IDENTIFICAR  RM    UMAR FRS ,0
ATENDENTE  CORDIAL ,1
GOSTARIA  ELOGIAR  APOIADOR  RESOLVER  CHAMAR   PROCURAR OUTRO SOLUCAO POSSIVEL PARIR SOLUCIONAR  PROBLEMA    PRECISAR REINSTALAR  IMAGEM PADRAO ,1
 ATENDENTE  EXTREMAMENTE GENTIL  SOLICITO ,1
PARABENS  OTIMO ATENDIMENTO,1
ABRI  CHAMAR  0948   SOLICITACAO SO  REPASSAR PARIR ATENDIMENTO   1230 ,2
EXCELENTE ATENDIMENTO ,1
ATENDIMENTO REALIZAR  RAPIDEZ  QUALIDADE ,1
 ATENDENTE   GENTIL  RESOLVER  PROBLEMA MOSTRAR  COMPETENCIA  AGILIDADE   ,1
EXCELENTE ATENDIMENTO  PROFISSIONAL ATENCIOSO   RAPIDO  PRESTATIVO  PARABENS    OBRIGAR ,1
  OTIMO ATENDIMENTO  PARABENS,1
BOM TRABALHAR   RAPIDEZ,1
BOM ATENDIMENTO,1
SUPEROU  EXPECTATIVA,1
 SATISFAZER  EQUIPAR   PARABEM,1
   ATENDER ,1
HOUVE  DEMORAR  ENTREGAR  APARELHAR ,2
CONTINUO  ACESSO  CAIXA ECONOMICA FEDERAL  SOLICITO CONTATO IMEDIATO ,2
ATENDENTE  ESTRESSADA ,2
PROCESSAR DEMORAR 3 DIA    CONCLUIR  BOM ATENDIMENTO  HELPDESK ,0
CONFORME DIALOGO PELAR TELEFONAR     PI  PI DATALINK  APRESENTAR  DESATUALIZADOS   VERSAO COMPATIVEL  EXCEL 2013 64 BITS  DISPONIVEL   USUARIO PETROBRAS  SUGIRO   CONTATO   SEGUINTE PROFISSIONAL       EDUARDO MONTEIRO LADEIRA    CHAVE ED87  RAMAL 8617701      AUGUSTO CARLOS MOREIRA RAMOS JUNIOR    CHAVE LPSU  RAMAL 7670858,0
EXCELENTE ATENDIMENTO,1
OTIMO ATENDIMENTO ,1
 BOM,1
 SERVICO    PRESTAR   ESPACAR    EXCELENTE ,1
GRATO  ATENDIMENTO  ALTAMENTE SATISFATORIO ,1
PARABENS   ATENDENTE  SUPEROU   EXPECTATIVA  OFERECENDOME UMAR SOLUCAO ALEM   SOLICITACAO INICIAL ,1
EXCELENTE ATENDIMENTO,1
ATENDIMENTO RAPIDO  EFICIENTE ,1
 ATENDENTE  PASSAR  PROCEDIMENTO REFERENTE   ACESSO   PORTAL  APLICACAO SAP  DEVER  DIRIGIR    GERENETE PARIR   REQUISITAR  ACEESSO  OTIMO ATENDIMENTO ,0
 BOM,1
ATENDIDA PRONTAMENTE,1
 ATENDIMENTO  GUSTAVO  OTIMO,1
 SOLICITACAO  PRONTAMENTE ATENDIDO  AGRADECO  APOIAR  REGISTRAR  SATISFACAO ,1
EXCELENTE SERVICO   TECNICO DANIEL PROCURAR ATENDER  RESOLVER  SITUACAO ,1
,1
EXCELENTE ATENDIMENTO  RESPOSTAR RAPIDO   SOLUCAO  PROBLEMA ,1
  ATENDER PELAR TECNICO  TI   PARABEM ,1
 INSTALACAO  PLUGIN  SEGURANCA  BANCO  BRASIL  SATISFATORIO  JA   CAIXA ECONOMICA FEDERAL NAO        MENSAGEM CONTINUAR    SENHORA  CLIENTE        IDENTIFICAMOS   COMPUTADOR NAO POSSUIR  SEGUINTE CRITERIO  SEGURANCA  MODULO ADICIONAL  SEGURANCA CAIXA    ,0
OTIMO ATENDIMENTO ,1
 ATENDIMENTO  RAPIDO  EFICAZ ,1
SERVICO SATISFATORIO  OTIMA PRONTIDAO ,1
NAO PEDIR AUXILIO   MICRO  PEDI PARIR   DOWNLOAD   PROGRAMAR PARIR  EQUIPAMENTO  LABORATORIO    SETOR NAO CONSEGUIR DEVER  LIMITACAO    COMER ALTERNATIVO SOLICITAR    GERENTE LIBERACAO  MEAR  DIP   PROGRAMAR REFERIR   SUMIR IMPORTANCIA       DOWLOAD PELAR  CELULAR PARTICULAR   INSTALACAO  FEITO PELAR SENHOR GILNALDO    AGRADECER IMENSAMENTE      EQUIPAMENTO FUNCIONAR   QUENOS   AVANCAR  2 HORAR  LIBERACAO     ANALISE ,2
 NAO REALIZAR,0
 IMPRESSIONANTE COMER UMAR QUESTAO TAO BASICO QUANTUM  PASSAR   CAMINHAR BUROCRATICO   GERENCIA MANIFESTAR INTERESSAR  AQUISITAR  LICENCA  SPOTFIRE   QUESTAO  INCLUIR  ITEM  PAN 2016     ESTAMOS ATUALMENTE TRABALHAR  UMAR LICENCA TEMPORARIO DESENVOLVER PAINEL  GRAFICO  GOSTARIAMOS  DIVULGAR  FEITO  URL  S  SERIAR ACESSADAS PELAR  INTERESSAR     LAMENTAVELMENTE   PROCEDIMENTO CATALOGAR CONSTITUIR  OBSTACULO       CONCEDER ACESSO  URL NAO DEVER  TAO DIFICIL     COMPLETAMENTE INSATISFEITO   NAO  NADO     ATENDENTES  TIC  881   FICAR  CLARO     NOTA  PRA BUROCRACIA  ENTRAVES ,2
FANTASTICO  ATENDIMENTO   100  SATISFAZER ,1
 SATISFEITO ,1
FICAR  BOM,1
ATENDIMENTO PERFAZER  ALAR  RESOLVER  EXPLICAR COMER  ,1
 OBRIGAR   ATENDENTE CARLOS  AJUDAR  PROCESSAR DEMORAR  ALEM  NL  FRS  TAMBEM  PEDIR   PROCESSAR  PAGAMENTO DEVER ENTREGAR  HOJE   OBRIGAR PELAR PRESTEZA  PACIENCIA  ATENDIMENTO,1
 TECNICO   ATENDER   SOLICITO  PRESTATIVO ,1
 TECNICO   ATENDER   SOLICITO  PRESTATIVO ,1
 OBRIGAR ,1
EXCELENTE ATENDIMENTO ,1
 OBRIGAR   ATENDENTE CARLOS  AJUDAR  PROCESSAR DEMORAR  ALEM  NL  FRS  TAMBEM  PEDIR   PROCESSAR  PAGAMENTO DEVER ENTREGAR  HOJE   OBRIGAR PELAR PRESTEZA  PACIENCIA  ATENDIMENTO,1
 ATENDENTE NAO  EFETUAR  CANCELAMENTO     BOTAO COMPARTILHAR ,0
ATENDIMENTO  BOM NOTO    10,1
 OBRIGAR ,1
EXCELENTE PRONTO ATENDIMENTO,1
PARABENIZO WANDIR PELAR PRONTO ATENDIMENTO ,1
 BOM  RAPIDO  ATENDIMENTO    ,1
  ,1
 ,1
ATENDENTE PACIENTE  OBJETIVA  SOLUCAO  PROBLEMA,1
ATENDENTE EDUCAR  BUSCAR RESOLVER   NAO RESOLVER  PROBLEMA ,2
BOM    ATENDIMENTO  PROFISSIONAL ATENCIOSO  PRESTATIVO,1
EXCELENTE ANTEDIMENTO  RAPIDO  EFICIENTE ,1
EXCELENTE ATENDIMENTO    TECNICO  PARABENS,1
SERVICO EXCELENTE ,1
CREIO   PROBLEMA  FRAGILIDADE  SAP  PERMITIR ALTERACAO  PEDIR  ESTORNAR  MIRO,0
OTIMO ATENDIMENTO,1
  ,1
OTIMO ATENDIMENTO ,1
 TIC ACABAR  SAIR D     PROBLEMA HAVER  RESOLVER  POREM ALGUM PESSOA     CONTINUAR  CONSEGUIR IMPRIMIR ,2
 BOM  ATENDIMENTO ,1
OTIMO ATENDIMENTO ,1
EXCELENTE TRABALHORAPIDO  EFICAZ ,1
 ,1
ADMIRAVEL  PRESTEZA  HABILIDADE  TECNICO GILCIMAR  SOLUCIONAR  PROBLEMA ,1
